"site_date","island","site","landing_site","ext_worker","date","worked_y.n","reason_not_fishing","other_reason","surface_gillnet","panha","purse_seine","surface_gillnet_seine","demersal_gillnet","beach_seine","spear_fishing","hook_line","hook_line_shore","deviceid","meta.instanceID","meta.instanceName","database","duplicates"
"ST_RP220708","ST","RP",NA,NA,"2022-07-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_AG220712","ST","AG",NA,NA,"2022-07-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_AT220712","ST","AT",NA,NA,"2022-07-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_IG220712","ST","IG",NA,NA,"2022-07-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_IR220712","ST","IR",NA,NA,"2022-07-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_MA220712","ST","MA",NA,NA,"2022-07-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_PA220712","ST","PA",NA,NA,"2022-07-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_RA220712","ST","RA",NA,NA,"2022-07-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_RP220712","ST","RP",NA,NA,"2022-07-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_AG220715","ST","AG",NA,NA,"2022-07-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_AT220715","ST","AT",NA,NA,"2022-07-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_IG220715","ST","IG",NA,NA,"2022-07-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_IR220715","ST","IR",NA,NA,"2022-07-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_MA220715","ST","MA",NA,NA,"2022-07-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_PA220715","ST","PA",NA,NA,"2022-07-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_RA220715","ST","RA",NA,NA,"2022-07-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_RP220715","ST","RP",NA,NA,"2022-07-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_AG220719","ST","AG",NA,NA,"2022-07-19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_AT220719","ST","AT",NA,NA,"2022-07-19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_IG220719","ST","IG",NA,NA,"2022-07-19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_IR220719","ST","IR",NA,NA,"2022-07-19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_MA220719","ST","MA",NA,NA,"2022-07-19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_PA220719","ST","PA",NA,NA,"2022-07-19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_RA220719","ST","RA",NA,NA,"2022-07-19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_RP220719","ST","RP",NA,NA,"2022-07-19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_AG220722","ST","AG",NA,NA,"2022-07-22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_AT220722","ST","AT",NA,NA,"2022-07-22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_IG220722","ST","IG",NA,NA,"2022-07-22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_IR220722","ST","IR",NA,NA,"2022-07-22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_MA220722","ST","MA",NA,NA,"2022-07-22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_PA220722","ST","PA",NA,NA,"2022-07-22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_RA220722","ST","RA",NA,NA,"2022-07-22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_RP220722","ST","RP",NA,NA,"2022-07-22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_AG220726","ST","AG",NA,NA,"2022-07-26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_AT220726","ST","AT",NA,NA,"2022-07-26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_IG220726","ST","IG",NA,NA,"2022-07-26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_IR220726","ST","IR",NA,NA,"2022-07-26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_MA220726","ST","MA",NA,NA,"2022-07-26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_PA220726","ST","PA",NA,NA,"2022-07-26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_RA220726","ST","RA",NA,NA,"2022-07-26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_RP220726","ST","RP",NA,NA,"2022-07-26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_AG220729","ST","AG",NA,NA,"2022-07-29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_AT220729","ST","AT",NA,NA,"2022-07-29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_IG220729","ST","IG",NA,NA,"2022-07-29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_IR220729","ST","IR",NA,NA,"2022-07-29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_MA220729","ST","MA",NA,NA,"2022-07-29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_PA220729","ST","PA",NA,NA,"2022-07-29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_RA220729","ST","RA",NA,NA,"2022-07-29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_RP220729","ST","RP",NA,NA,"2022-07-29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_AG220802","ST","AG",NA,NA,"2022-08-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_AT220802","ST","AT",NA,NA,"2022-08-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_IG220802","ST","IG",NA,NA,"2022-08-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_IR220802","ST","IR",NA,NA,"2022-08-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_MA220802","ST","MA",NA,NA,"2022-08-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_PA220802","ST","PA",NA,NA,"2022-08-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_RA220802","ST","RA",NA,NA,"2022-08-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_RP220802","ST","RP",NA,NA,"2022-08-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_AG220805","ST","AG",NA,NA,"2022-08-05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_AT220805","ST","AT",NA,NA,"2022-08-05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_IG220805","ST","IG",NA,NA,"2022-08-05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_IR220805","ST","IR",NA,NA,"2022-08-05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_MA220805","ST","MA",NA,NA,"2022-08-05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_PA220805","ST","PA",NA,NA,"2022-08-05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_RA220805","ST","RA",NA,NA,"2022-08-05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_RP220805","ST","RP",NA,NA,"2022-08-05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_AG220809","ST","AG",NA,NA,"2022-08-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_AT220809","ST","AT",NA,NA,"2022-08-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_IG220809","ST","IG",NA,NA,"2022-08-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_IR220809","ST","IR",NA,NA,"2022-08-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_MA220809","ST","MA",NA,NA,"2022-08-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_PA220809","ST","PA",NA,NA,"2022-08-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_RA220809","ST","RA",NA,NA,"2022-08-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_RP220809","ST","RP",NA,NA,"2022-08-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_AG220812","ST","AG",NA,NA,"2022-08-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_AT220812","ST","AT",NA,NA,"2022-08-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_IG220812","ST","IG",NA,NA,"2022-08-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_IR220812","ST","IR",NA,NA,"2022-08-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_MA220812","ST","MA",NA,NA,"2022-08-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_PA220812","ST","PA",NA,NA,"2022-08-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_RA220812","ST","RA",NA,NA,"2022-08-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_RP220812","ST","RP",NA,NA,"2022-08-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_AG220816","ST","AG",NA,NA,"2022-08-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_AT220816","ST","AT",NA,NA,"2022-08-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_IG220816","ST","IG",NA,NA,"2022-08-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_IR220816","ST","IR",NA,NA,"2022-08-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_MA220816","ST","MA",NA,NA,"2022-08-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_PA220816","ST","PA",NA,NA,"2022-08-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_RA220816","ST","RA",NA,NA,"2022-08-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_RP220816","ST","RP",NA,NA,"2022-08-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_AG220819","ST","AG",NA,NA,"2022-08-19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_AT220819","ST","AT",NA,NA,"2022-08-19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_IG220819","ST","IG",NA,NA,"2022-08-19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_IR220819","ST","IR",NA,NA,"2022-08-19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_MA220819","ST","MA",NA,NA,"2022-08-19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_PA220819","ST","PA",NA,NA,"2022-08-19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_RA220819","ST","RA",NA,NA,"2022-08-19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_RP220819","ST","RP",NA,NA,"2022-08-19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_AG220823","ST","AG",NA,NA,"2022-08-23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_AT220823","ST","AT",NA,NA,"2022-08-23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_IG220823","ST","IG",NA,NA,"2022-08-23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_IR220823","ST","IR",NA,NA,"2022-08-23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_MA220823","ST","MA",NA,NA,"2022-08-23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_PA220823","ST","PA",NA,NA,"2022-08-23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_RA220823","ST","RA",NA,NA,"2022-08-23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_RP220823","ST","RP",NA,NA,"2022-08-23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_AG220826","ST","AG",NA,NA,"2022-08-26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_AT220826","ST","AT",NA,NA,"2022-08-26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_IG220826","ST","IG",NA,NA,"2022-08-26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_IR220826","ST","IR",NA,NA,"2022-08-26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_MA220826","ST","MA",NA,NA,"2022-08-26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_PA220826","ST","PA",NA,NA,"2022-08-26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_RA220826","ST","RA",NA,NA,"2022-08-26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_RP220826","ST","RP",NA,NA,"2022-08-26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_AG220830","ST","AG",NA,NA,"2022-08-30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_AT220830","ST","AT",NA,NA,"2022-08-30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_IG220830","ST","IG",NA,NA,"2022-08-30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_IR220830","ST","IR",NA,NA,"2022-08-30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_MA220830","ST","MA",NA,NA,"2022-08-30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_PA220830","ST","PA",NA,NA,"2022-08-30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_RA220830","ST","RA",NA,NA,"2022-08-30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_RP220830","ST","RP",NA,NA,"2022-08-30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_AG220902","ST","AG",NA,NA,"2022-09-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_AT220902","ST","AT",NA,NA,"2022-09-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_IG220902","ST","IG",NA,NA,"2022-09-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_IR220902","ST","IR",NA,NA,"2022-09-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_MA220902","ST","MA",NA,NA,"2022-09-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_PA220902","ST","PA",NA,NA,"2022-09-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_RA220902","ST","RA",NA,NA,"2022-09-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_RP220902","ST","RP",NA,NA,"2022-09-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_AG220906","ST","AG",NA,NA,"2022-09-06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_AT220906","ST","AT",NA,NA,"2022-09-06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_IG220906","ST","IG",NA,NA,"2022-09-06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_IR220906","ST","IR",NA,NA,"2022-09-06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_MA220906","ST","MA",NA,NA,"2022-09-06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_PA220906","ST","PA",NA,NA,"2022-09-06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_RA220906","ST","RA",NA,NA,"2022-09-06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_RP220906","ST","RP",NA,NA,"2022-09-06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_AG220909","ST","AG",NA,NA,"2022-09-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_AT220909","ST","AT",NA,NA,"2022-09-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_IG220909","ST","IG",NA,NA,"2022-09-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_IR220909","ST","IR",NA,NA,"2022-09-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_MA220909","ST","MA",NA,NA,"2022-09-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_PA220909","ST","PA",NA,NA,"2022-09-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_RA220909","ST","RA",NA,NA,"2022-09-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_RP220909","ST","RP",NA,NA,"2022-09-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_AG220913","ST","AG",NA,NA,"2022-09-13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_AT220913","ST","AT",NA,NA,"2022-09-13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_IG220913","ST","IG",NA,NA,"2022-09-13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_IR220913","ST","IR",NA,NA,"2022-09-13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_MA220913","ST","MA",NA,NA,"2022-09-13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_PA220913","ST","PA",NA,NA,"2022-09-13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_RA220913","ST","RA",NA,NA,"2022-09-13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_RP220913","ST","RP",NA,NA,"2022-09-13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_AG220916","ST","AG",NA,NA,"2022-09-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
"ST_AT220916","ST","AT",NA,NA,"2022-09-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_230503_NV_090317",1
